booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time
SYN-B003262,2025-04-13,2025-05-16,2025-05-18,SYN-DEL-03,Deluxe,2.0,2,134.35,268.7,Online travel agency,Completed,33
SYN-B003263,2025-05-08,2025-05-16,2025-05-20,SYN-FAM-01,Family,4.0,4,175.11,700.44,Direct,Completed,8
SYN-B003264,2025-05-12,2025-05-16,2025-05-21,SYN-FAM-02,Family,4.0,5,172.42,862.1,Direct,Completed,4
SYN-B003265,2025-05-13,2025-05-16,2025-05-18,SYN-FAM-03,Family,3.0,2,165.0,330.0,Direct,Completed,3
SYN-B003266,2025-05-08,2025-05-17,2025-05-18,SYN-DEL-01,Deluxe,2.0,1,131.35,131.35,Travel agent,Completed,9
SYN-B003267,2025-05-12,2025-05-17,2025-05-18,SYN-DEL-02,Deluxe,2.0,1,135.21,135.21,Direct,Completed,5
SYN-B003268,2025-03-09,2025-05-18,2025-05-21,SYN-STA-01,Standard,2.0,3,73.72,0.0,Direct,Cancelled,70
SYN-B003269,2025-05-11,2025-05-18,2025-05-20,SYN-STA-05,Standard,2.0,2,80.85,161.7,Direct,Completed,7
SYN-B003270,2025-05-14,2025-05-18,2025-05-19,SYN-STA-07,Standard,1.0,1,76.0,76.0,Online travel agency,Completed,4
SYN-B003271,2025-05-10,2025-05-18,2025-05-21,SYN-STA-09,Standard,2.0,3,83.91,251.73,Direct,Completed,8
SYN-B003272,2025-05-12,2025-05-18,2025-05-21,SYN-STA-10,Standard,2.0,3,74.94,224.82,Online travel agency,Completed,6
SYN-B003273,2025-04-17,2025-05-18,2025-05-20,SYN-DEL-01,Deluxe,2.0,2,122.01,244.02,Online travel agency,Completed,31
SYN-B003274,2025-05-06,2025-05-18,2025-05-19,SYN-DEL-05,Deluxe,2.0,1,119.23,0.0,Travel agent,Cancelled,12
SYN-B003275,2025-05-05,2025-05-19,2025-05-20,SYN-STA-02,Standard,1.0,1,78.07,78.07,Travel agent,Completed,14
SYN-B003276,2025-05-09,2025-05-19,2025-05-21,SYN-DEL-04,Deluxe,2.0,2,123.53,247.06,Direct, completed ,10
SYN-B003277,2025-05-07,2025-05-20,2025-05-24,SYN-STA-02,Standard,2.0,4,77.51,310.04,Direct,Completed,13
SYN-B003278,2025-03-31,2025-05-20,2025-05-22,SYN-STA-06,Standard,1.0,2,77.42,154.84,Direct,Completed,50
SYN-B003279,2025-05-07,2025-05-20,2025-05-23,SYN-STA-08,Standard,1.0,3,83.41,250.23,Direct,Completed,13
SYN-B003280,2025-05-16,2025-05-20,2025-05-23,SYN-DEL-02,Deluxe,2.0,3,123.07,369.21,Direct,Completed,4
SYN-B003281,2025-05-08,2025-05-20,2025-05-21,SYN-DEL-03,Deluxe,2.0,1,112.36,112.36,Direct,Completed,12
SYN-B003282,2025-05-11,2025-05-20,2025-05-24,SYN-DEL-05,Deluxe,1.0,4,115.74,0.0,Travel agent,Cancelled,9
SYN-B003283,2025-05-10,2025-05-20,2025-05-21,SYN-FAM-01,Family,4.0,1,153.19,153.19,Online travel agency,Completed,10
SYN-B003284,2025-05-18,2025-05-21,2025-05-23,SYN-STA-04,Standard,1.0,2,77.14,154.28,Travel agent, completed ,3
SYN-B003285,2025-05-11,2025-05-21,2025-05-22,SYN-STA-07,Standard,1.0,1,82.77,82.77,Online travel agency,Completed,10
SYN-B003286,2025-05-07,2025-05-21,2025-05-25,SYN-DEL-04,Deluxe,1.0,4,111.44,445.76,Direct,Completed,-1
SYN-B003287,2025-03-03,2025-05-21,2025-05-24,SYN-FAM-02,Family,1.0,3,144.62,433.86,Online travel agency,Completed,79
SYN-B003288,2025-05-11,2025-05-22,2025-05-25,SYN-STA-01,Standard,1.0,3,81.5,0.0,Online travel agency,Cancelled,11
SYN-B003289,2025-05-17,2025-05-22,2025-05-24,SYN-STA-06,Standard,1.0,2,83.07,166.14,Direct,Completed,5
SYN-B003290,2025-05-18,2025-05-22,2025-05-24,SYN-STA-09,Standard,1.0,2,75.41,150.82,Online travel agency,Completed,4
SYN-B003291,2025-05-18,2025-05-22,2025-05-25,SYN-FAM-03,Family,4.0,3,144.56,433.68,Online travel agency,Completed,4
SYN-B003292,2025-05-12,2025-05-23,2025-05-25,SYN-STA-07,Standard,1.0,2,90.7,181.4,Travel agent,Completed,11
SYN-B003293,2025-04-22,2025-05-23,2025-05-24,SYN-STA-08,Standard,2.0,1,92.75,92.75,Direct,Completed,31
SYN-B003294,2025-05-19,2025-05-23,2025-05-25,SYN-STA-10,Standard,1.0,2,88.35,176.7,Direct,Completed,4
SYN-B003295,2025-05-10,2025-05-23,2025-05-27,SYN-DEL-01,Deluxe,1.0,4,129.62,518.48,Direct,Completed,13
SYN-B003296,2025-04-20,2025-05-24,2025-05-29,SYN-STA-01,Standard,2.0,5,87.09,435.45,Travel agent,Completed,34
SYN-B003297,2025-05-23,2025-05-24,2025-05-25,SYN-STA-02,Standard,1.0,1,83.99,83.99,Online travel agency,Completed,1
SYN-B003298,2025-05-11,2025-05-24,2025-05-29,SYN-STA-03,Standard,2.0,5,92.19,460.95,Online travel agency,Completed,13
SYN-B003299,2025-05-18,2025-05-24,2025-05-25,SYN-STA-09,Standard,2.0,1,93.09,93.09, travel agent ,Completed,6
SYN-B003300,2025-04-22,2025-05-24,2025-05-26,SYN-FAM-01,Family,2.0,2,167.18,334.36,Travel agent,Completed,32
SYN-B003301,2025-05-20,2025-05-25,2025-05-28,SYN-STA-05,Standard,1.0,3,83.62,250.86,Online travel agency,Completed,5
SYN-B003302,2025-05-09,2025-05-25,2025-05-26,SYN-STA-08,Standard,2.0,1,82.43,82.43,Direct,Completed,16
SYN-B003303,2025-05-08,2025-05-25,2025-05-27,SYN-STA-09,Standard,2.0,2,82.0,0.0,Online travel agency,Cancelled,17
SYN-B003304,2025-04-08,2025-05-25,2025-05-28,SYN-DEL-02,Deluxe,2.0,3,112.63,337.89,Direct,Completed,47
SYN-B003305,2025-05-10,2025-05-25,2025-05-26,SYN-DEL-03,Deluxe,2.0,1,113.63,113.63,Online travel agency,Completed,-1
SYN-B003306,2025-05-11,2025-05-25,2025-05-29,SYN-DEL-05,Deluxe,1.0,-1,112.59,450.36,Online travel agency,Completed,14
SYN-B003307,2025-04-18,2025-05-25,2025-05-28,SYN-FAM-03,Family,2.0,3,148.28,0.0,Travel agent,Cancelled,37
SYN-B003308,2025-05-07,2025-05-26,2025-05-27,SYN-STA-02,Standard,1.0,1,78.77,78.77,Direct,Completed,19
SYN-B003309,2025-05-10,2025-05-26,2025-05-30,SYN-STA-04,Standard,2.0,4,78.47,313.88,Online travel agency,Completed,16
SYN-B003310,2025-05-16,2025-05-26,2025-05-29,SYN-STA-06,Standard,2.0,3,80.16,240.48,Online travel agency, completed ,10
SYN-B003311,2025-05-08,2025-05-26,2025-05-29,SYN-STA-07,Standard,2.0,3,75.79,227.37,Travel agent,Completed,18
SYN-B003312,2025-05-22,2025-05-26,2025-05-28,SYN-STA-08,Standard,2.0,2,78.44,156.88,Online travel agency,Completed,4
SYN-B003313,2025-05-03,2025-05-26,2025-05-28,SYN-DEL-04,Deluxe,2.0,2,115.61,231.22,Online travel agency,Completed,23
SYN-B003314,2025-05-19,2025-05-26,2025-05-28,SYN-FAM-01,Family,1.0,2,146.17,292.34,Direct,Completed,7
SYN-B003315,2025-04-22,2025-05-27,2025-05-28,SYN-STA-02,Standard,2.0,1,81.28,81.28, direct ,Completed,35
SYN-B003316,2025-05-18,2025-05-28,2025-05-31,SYN-STA-02,Standard,1.0,3,79.95,239.85,Direct,Completed,10
SYN-B003317,2025-04-30,2025-05-28,2025-06-02,SYN-STA-08,Standard,1.0,5,80.69,403.45,Direct,Completed,28
SYN-B003318,2025-03-31,2025-05-28,2025-05-30,SYN-STA-10,Standard,2.0,2,78.66,157.32,Direct,Completed,58
SYN-B003319,2025-05-14,2025-05-28,2025-05-31,SYN-DEL-01,Deluxe,1.0,3,118.11,354.33,Online travel agency,Completed,14
SYN-B003320,2025-05-15,2025-05-28,2025-06-02,SYN-DEL-02,Deluxe,1.0,5,114.14,0.0,Online travel agency,Cancelled,13
SYN-B003321,2025-05-16,2025-05-28,2025-05-31,SYN-DEL-04,Deluxe,1.0,3,111.43,334.29,Online travel agency,Completed,12
SYN-B003322,2025-05-16,2025-05-29,2025-05-31,SYN-STA-01,Standard,1.0,2,77.35,154.7,Online travel agency,Completed,13
SYN-B003323,2025-05-17,2025-05-29,2025-05-30,SYN-STA-03,Standard,2.0,1,78.67,78.67,Direct,Completed,12
SYN-B003324,2025-05-22,2025-05-29,2025-05-31,SYN-STA-06,Standard,2.0,2,81.05,162.1,Direct,Completed,7
SYN-B003325,2025-03-08,2025-05-30,2025-06-03,SYN-STA-05,Standard,2.0,4,85.02,340.08,Direct,Completed,83
SYN-B003326,2025-05-17,2025-05-30,2025-06-02,SYN-STA-09,Standard,2.0,3,94.26,282.78,Online travel agency,Completed,13
SYN-B003327,2025-05-27,2025-05-30,2025-06-02,SYN-STA-10,Standard,2.0,3,84.57,253.71,Travel agent,Completed,3
SYN-B003328,2025-05-13,2025-05-30,2025-06-01,SYN-DEL-02,Deluxe,1.0,2,130.27,260.54,Online travel agency,Completed,17
SYN-B003329,2025-05-27,2025-05-30,2025-06-02,SYN-DEL-03,Deluxe,2.0,3,134.09,402.27,Online travel agency,Completed,3
SYN-B003330,2025-05-03,2025-05-30,2025-06-04,SYN-DEL-05,Deluxe,1.0,5,129.58,647.9,Online travel agency,Completed,27
SYN-B003331,2025-05-17,2025-05-30,2025-06-02,SYN-FAM-01,Family,4.0,3,177.13,531.39,Direct,Completed,13
SYN-B003332,2025-05-04,2025-05-31,2025-06-03,SYN-STA-02,Standard,2.0,3,91.65,274.95,Direct,Completed,27
SYN-B003333,2025-05-05,2025-05-31,2025-06-03,SYN-STA-03,Standard,1.0,3,86.57,0.0,Online travel agency,Cancelled,26
SYN-B003334,2025-05-27,2025-05-31,2025-06-01,SYN-DEL-04,Deluxe,2.0,1,123.99,123.99,Direct,Completed,4
SYN-B003335,2025-05-23,2025-05-31,2025-06-02,SYN-FAM-02,Family,4.0,2,166.63,333.26,Travel agent, completed ,-1
SYN-B003336,2025-05-11,2025-06-01,2025-06-03,SYN-STA-01,Standard,1.0,2,101.03,202.06,Direct,Completed,21
SYN-B003337,2025-04-13,2025-06-01,2025-06-04,SYN-STA-04,Standard,1.0,3,105.95,317.85,Online travel agency,Completed,49
SYN-B003338,2025-05-22,2025-06-01,2025-06-04,SYN-STA-06,Standard,2.0,3,104.16,312.48,Direct,Completed,10
SYN-B003339,2025-05-01,2025-06-01,2025-06-06,SYN-STA-07,Standard,2.0,5,101.44,507.2,Online travel agency,Completed,31
SYN-B003340,2025-05-04,2025-06-01,2025-06-06,SYN-DEL-02,Deluxe,2.0,5,161.89,809.45,Direct,Completed,28
SYN-B003341,2025-03-31,2025-06-02,2025-06-04,SYN-STA-08,Standard,2.0,2,101.6,203.2,Direct,Completed,63
SYN-B003342,2025-05-16,2025-06-02,2025-06-05,SYN-DEL-03,Deluxe,1.0,3,154.25,462.75,Direct, completed ,17
SYN-B003343,2025-05-02,2025-06-02,2025-06-10,SYN-FAM-01,Family,3.0,8,208.11,0.0,Direct,Cancelled,31
SYN-B003344,2025-05-22,2025-06-03,2025-06-04,SYN-STA-01,Standard,1.0,1,102.53,102.53,Direct,Completed,12
SYN-B003345,2025-03-22,2025-06-03,2025-06-04,SYN-STA-02,Standard,2.0,1,96.14,96.14,Online travel agency,Completed,73
SYN-B003346,2025-05-19,2025-06-03,2025-06-07,SYN-STA-05,Standard,1.0,4,101.55,0.0,Direct,Cancelled,15
SYN-B003347,2025-04-26,2025-06-03,2025-06-10,SYN-STA-09,Standard,2.0,7,100.0,700.0,Online travel agency,Completed,38
SYN-B003348,2025-05-16,2025-06-03,2025-06-05,SYN-STA-10,Standard,2.0,2,99.6,199.2,Online travel agency,Completed,18
SYN-B003349,2025-04-27,2025-06-03,2025-06-05,SYN-FAM-01,Family,4.0,2,202.11,0.0,Online travel agency,Cancelled,37
SYN-B003350,2025-05-14,2025-06-03,2025-06-06,SYN-FAM-03,Family,3.0,3,192.19,576.57,Online travel agency,Completed,20
SYN-B003351,2025-05-08,2025-06-04,2025-06-05,SYN-STA-02,Standard,2.0,-1,99.99,99.99,Online travel agency,Completed,27
SYN-B003352,2025-03-22,2025-06-04,2025-06-05,SYN-STA-04,Standard,2.0,1,96.36,96.36,Travel agent,Completed,74
SYN-B003353,2025-05-26,2025-06-04,2025-06-08,SYN-DEL-01,Deluxe,2.0,4,155.83,623.32,Online travel agency,Completed,9
SYN-B003354,2025-04-01,2025-06-04,2025-06-05,SYN-DEL-04,Deluxe,1.0,1,140.25,140.25,Direct,Completed,64
SYN-B003355,2025-05-11,2025-06-04,2025-06-07,SYN-FAM-01,Family,3.0,3,201.65,604.95,Direct,Completed,24
SYN-B003356,2025-05-15,2025-06-04,2025-06-09,SYN-FAM-02,Family,4.0,5,195.36,976.8,Online travel agency,Completed,20
SYN-B003357,2025-04-11,2025-06-05,2025-06-07,SYN-STA-02,Standard,1.0,2,108.11,216.22,Online travel agency, completed ,55
SYN-B003358,2025-05-03,2025-06-05,2025-06-07,SYN-STA-03,Standard,1.0,2,103.83,207.66,Online travel agency,Completed,33
SYN-B003359,2025-05-10,2025-06-05,2025-06-08,SYN-STA-08,Standard,2.0,3,101.94,305.82,Travel agent,Completed,26
SYN-B003360,2025-05-07,2025-06-05,2025-06-08,SYN-DEL-03,Deluxe,1.0,3,145.94,437.82,Online travel agency,Completed,29
SYN-B003361,2025-05-25,2025-06-05,2025-06-09,SYN-DEL-04,Deluxe,1.0,4,145.4,581.6,Online travel agency,Completed,11
SYN-B003362,2025-05-20,2025-06-06,2025-06-08,SYN-STA-01,Standard,2.0,2,123.91,247.82,Direct,Completed,17
SYN-B003363,2025-05-30,2025-06-06,2025-06-09,SYN-STA-05,Standard,1.0,3,122.46,0.0, direct ,Cancelled,7
SYN-B003364,2025-05-21,2025-06-06,2025-06-09,SYN-STA-07,Standard,2.0,3,121.56,364.68,Online travel agency,Completed,16
SYN-B003365,2025-03-31,2025-06-06,2025-06-08,SYN-STA-10,Standard,1.0,2,115.5,231.0,Travel agent,Completed,67
SYN-B003366,2025-05-24,2025-06-06,2025-06-09,SYN-DEL-02,Deluxe,2.0,3,182.45,547.35,Direct,Completed,13
SYN-B003367,2025-04-02,2025-06-06,2025-06-09,SYN-FAM-03,Family,4.0,3,213.0,639.0,Online travel agency,Completed,65
SYN-B003368,2025-05-30,2025-06-07,2025-06-10,SYN-STA-03,Standard,1.0,3,111.45,334.35,Online travel agency,Completed,8
SYN-B003369,2025-05-09,2025-06-07,2025-06-11,SYN-DEL-05,Deluxe,2.0,4,176.07,704.28,Online travel agency,Completed,29
SYN-B003370,2025-04-15,2025-06-08,2025-06-13,SYN-STA-01,Standard,2.0,5,100.36,501.8,Online travel agency,Completed,54
SYN-B003371,2025-06-04,2025-06-08,2025-06-11,SYN-STA-02,Standard,1.0,3,105.81,317.43,Direct,Completed,4
SYN-B003372,2025-05-04,2025-06-08,2025-06-11,SYN-STA-04,Standard,2.0,3,100.23,300.69,Direct,Completed,-1
SYN-B003373,2025-05-16,2025-06-08,2025-06-11,SYN-STA-08,Standard,1.0,3,105.89,317.67,Travel agent,Completed,23
SYN-B003374,2025-05-25,2025-06-08,2025-06-11,SYN-STA-10,Standard,2.0,3,105.91,317.73,Direct,Completed,14
SYN-B003375,2025-05-04,2025-06-08,2025-06-13,SYN-DEL-01,Deluxe,2.0,5,161.28,806.4,Direct,Completed,35
SYN-B003376,2025-04-12,2025-06-08,2025-06-09,SYN-FAM-01,Family,2.0,1,195.59,195.59,Online travel agency,Completed,-1
SYN-B003377,2025-02-02,2025-06-09,2025-06-11,SYN-STA-05,Standard,1.0,2,94.11,188.22,Online travel agency,Completed,127
SYN-B003378,2025-06-05,2025-06-09,2025-06-11,SYN-STA-06,Standard,2.0,2,104.97,209.94,Online travel agency,Completed,4
SYN-B003379,2025-05-16,2025-06-09,2025-06-11,SYN-DEL-03,Deluxe,2.0,2,158.99,317.98,Online travel agency,Completed,24
SYN-B003380,2024-12-11,2025-06-09,2025-06-15,SYN-FAM-01,Family,3.0,6,185.38,1112.28,Online travel agency,Completed,180
SYN-B003381,2025-05-26,2025-06-09,2025-06-16,SYN-FAM-03,Family,1.0,7,205.86,1441.02,Direct,Completed,14
SYN-B003382,2025-05-13,2025-06-10,2025-06-12,SYN-FAM-02,Family,3.0,2,214.22,428.44,Direct,Completed,28
SYN-B003383,2025-05-28,2025-06-11,2025-06-17,SYN-STA-02,Standard,2.0,6,109.07,654.42,Travel agent,Completed,14
SYN-B003384,2025-05-16,2025-06-11,2025-06-13,SYN-STA-03,Standard,1.0,2,107.47,214.94,Online travel agency,Completed,26
SYN-B003385,2025-06-02,2025-06-11,2025-06-14,SYN-STA-05,Standard,1.0,-1,102.29,306.87,Travel agent,Completed,9
SYN-B003386,2025-05-24,2025-06-11,2025-06-16,SYN-STA-07,Standard,1.0,5,104.04,520.2,Direct,Completed,18
SYN-B003387,2025-02-18,2025-06-11,2025-06-16,SYN-STA-08,Standard,2.0,5,102.83,514.15,Direct,Completed,113
SYN-B003388,2025-03-24,2025-06-11,2025-06-16,SYN-STA-10,Standard,2.0,5,104.23,521.15,Direct,Completed,79
SYN-B003389,2025-05-26,2025-06-11,2025-06-15,SYN-DEL-03,Deluxe,1.0,4,145.32,581.28,Online travel agency,Completed,16
SYN-B003390,2025-05-14,2025-06-12,2025-06-14,SYN-STA-06,Standard,1.0,2,108.09,216.18,Online travel agency,Completed,29
SYN-B003391,2025-04-06,2025-06-12,2025-06-17,SYN-DEL-02,Deluxe,2.0,5,137.72,688.6,Online travel agency,Completed,67
SYN-B003392,2025-04-16,2025-06-12,2025-06-17,SYN-DEL-04,Deluxe,2.0,5,155.83,779.15,Direct,Completed,57
SYN-B003393,2025-05-09,2025-06-12,2025-06-14,SYN-FAM-02,Family,2.0,2,197.67,395.34,Online travel agency,Completed,34
SYN-B003394,2025-04-26,2025-06-13,2025-06-15,SYN-STA-01,Standard,2.0,2,118.45,236.9,Online travel agency,Completed,48
SYN-B003395,2025-05-29,2025-06-13,2025-06-14,SYN-STA-04,Standard,2.0,1,112.45,112.45,Direct,Completed,15
SYN-B003396,2025-05-12,2025-06-13,2025-06-15,SYN-STA-09,Standard,1.0,2,111.79,223.58,Direct,Completed,32
SYN-B003397,2025-04-27,2025-06-14,2025-06-16,SYN-STA-03,Standard,2.0,2,113.59,227.18,Direct,Completed,48
SYN-B003398,2025-06-11,2025-06-14,2025-06-17,SYN-STA-05,Standard,1.0,3,120.33,360.99,Direct,Completed,3
SYN-B003399,2025-01-01,2025-06-14,2025-06-19,SYN-DEL-01,Deluxe,1.0,5,158.81,0.0,Online travel agency,Cancelled,164
SYN-B003400,2025-05-27,2025-06-15,2025-06-22,SYN-STA-06,Standard,2.0,7,102.74,719.18,Online travel agency, completed ,19
SYN-B003401,2025-05-17,2025-06-15,2025-06-17,SYN-STA-09,Standard,2.0,2,106.21,212.42,Direct,Completed,29
SYN-B003402,2025-05-15,2025-06-15,2025-06-18,SYN-DEL-01,Deluxe,2.0,3,149.8,449.4,Online travel agency,Completed,31
SYN-B003403,2025-05-25,2025-06-15,2025-06-21,SYN-FAM-02,Family,2.0,6,197.06,1182.36,Online travel agency,Completed,21
SYN-B003404,2025-05-19,2025-06-16,2025-06-21,SYN-STA-01,Standard,2.0,5,99.77,0.0,Travel agent,Cancelled,28
SYN-B003405,2025-06-04,2025-06-16,2025-06-19,SYN-STA-04,Standard,2.0,3,103.6,310.8,Online travel agency,Completed,12
SYN-B003406,2025-04-15,2025-06-16,2025-06-23,SYN-STA-07,Standard,2.0,7,104.08,728.56,Direct,Completed,62
SYN-B003407,2025-05-23,2025-06-16,2025-06-21,SYN-STA-10,Standard,1.0,5,102.76,513.8,Direct,Completed,24
SYN-B003408,2025-03-09,2025-06-16,2025-06-20,SYN-DEL-03,Deluxe,2.0,4,141.64,566.56,Online travel agency,Completed,99
SYN-B003409,2025-06-05,2025-06-16,2025-06-23,SYN-DEL-05,Deluxe,2.0,7,161.29,0.0,Online travel agency,Cancelled,11
SYN-B003410,2025-06-10,2025-06-16,2025-06-19,SYN-FAM-01,Family,2.0,3,201.42,604.26,Online travel agency,Completed,6
SYN-B003411,2025-05-12,2025-06-16,2025-06-20,SYN-FAM-03,Family,1.0,4,201.63,0.0,Online travel agency,Cancelled,35
SYN-B003412,2025-05-29,2025-06-17,2025-06-21,SYN-STA-03,Standard,2.0,4,101.53,406.12,Direct,Completed,19
SYN-B003413,2025-04-07,2025-06-17,2025-06-20,SYN-STA-09,Standard,2.0,3,95.6,286.8,Online travel agency,Completed,71
SYN-B003414,2025-05-27,2025-06-17,2025-06-24,SYN-DEL-04,Deluxe,1.0,7,146.82,1027.74,Travel agent,Completed,21
SYN-B003415,2025-05-22,2025-06-17,2025-06-19,SYN-DEL-05,Deluxe,1.0,2,160.9,321.8,Direct,Completed,26
SYN-B003416,2025-02-28,2025-06-17,2025-06-19,SYN-FAM-03,Family,1.0,2,188.82,-1.0,Direct,Completed,109
SYN-B003417,2025-05-05,2025-06-18,2025-06-23,SYN-DEL-01,Deluxe,2.0,5,160.86,804.3,Online travel agency,Completed,44
SYN-B003418,2025-05-14,2025-06-19,2025-06-20,SYN-STA-01,Standard,2.0,1,102.17,102.17,Direct,Completed,36
SYN-B003419,2025-06-13,2025-06-19,2025-06-25,SYN-STA-08,Standard,1.0,6,98.91,593.46,Direct,Completed,6
SYN-B003420,2025-04-21,2025-06-19,2025-06-25,SYN-DEL-05,Deluxe,1.0,6,148.8,892.8,Online travel agency,Completed,59
SYN-B003421,2025-06-04,2025-06-19,2025-06-26,SYN-FAM-01,Family,1.0,7,195.09,1365.63,Direct,Completed,15
SYN-B003422,2025-05-06,2025-06-19,2025-06-22,SYN-FAM-03,Family,1.0,3,214.09,642.27, direct ,Completed,44
SYN-B003423,2025-04-17,2025-06-20,2025-06-23,SYN-STA-01,Standard,1.0,3,115.69,347.07,Direct,Completed,64
SYN-B003424,2025-05-14,2025-06-20,2025-06-25,SYN-STA-02,Standard,2.0,5,118.52,0.0,Online travel agency,Cancelled,37
SYN-B003425,2025-06-13,2025-06-20,2025-06-24,SYN-STA-04,Standard,1.0,4,115.83,0.0,Direct,Cancelled,7
SYN-B003426,2025-04-14,2025-06-20,2025-06-23,SYN-STA-05,Standard,2.0,3,112.29,336.87,Travel agent,Completed,67
SYN-B003427,2025-06-11,2025-06-20,2025-06-25,SYN-STA-09,Standard,2.0,5,124.11,620.55,Direct,Completed,9
SYN-B003428,2025-04-12,2025-06-20,2025-06-23,SYN-DEL-03,Deluxe,1.0,3,157.73,473.19,Online travel agency,Completed,69
SYN-B003429,2025-05-06,2025-06-21,2025-06-24,SYN-STA-02,Standard,1.0,3,117.79,353.37,Travel agent,Completed,46
SYN-B003430,2025-03-16,2025-06-21,2025-06-23,SYN-STA-03,Standard,1.0,2,110.66,221.32,Direct,Completed,97
SYN-B003431,2025-05-02,2025-06-21,2025-06-25,SYN-DEL-02,Deluxe,2.0,4,173.18,692.72,Online travel agency,Completed,50
SYN-B003432,2025-05-07,2025-06-21,2025-06-23,SYN-FAM-02,Family,3.0,2,224.91,449.82,Direct,Completed,45
SYN-B003433,2025-05-26,2025-06-22,2025-06-26,SYN-STA-04,Standard,1.0,4,109.5,438.0,Online travel agency,Completed,27
SYN-B003434,2025-06-01,2025-06-22,2025-06-25,SYN-STA-06,Standard,2.0,3,105.53,316.59,Direct,Completed,21
SYN-B003435,2025-05-18,2025-06-22,2025-06-29,SYN-FAM-03,Family,4.0,7,210.88,1476.16,Travel agent,Completed,35
SYN-B003436,2025-06-17,2025-06-23,2025-06-26,SYN-STA-01,Standard,2.0,3,100.83,302.49,Online travel agency,Completed,6
SYN-B003437,2025-06-07,2025-06-23,2025-06-26,SYN-STA-10,Standard,1.0,3,109.47,328.41,Direct,Completed,16
SYN-B003438,2025-05-31,2025-06-23,2025-06-28,SYN-DEL-03,Deluxe,2.0,5,148.07,740.35,Online travel agency,Completed,23
SYN-B003439,2025-06-07,2025-06-23,2025-06-25,SYN-FAM-02,Family,3.0,2,212.17,424.34,Online travel agency,Completed,16
SYN-B003440,2025-05-20,2025-06-24,2025-06-27,SYN-STA-07,Standard,2.0,3,109.94,329.82,Direct,Completed,35
SYN-B003441,2025-03-03,2025-06-24,2025-06-27,SYN-DEL-01,Deluxe,2.0,3,145.21,435.63,Direct,Completed,113
SYN-B003442,2025-05-05,2025-06-24,2025-06-29,SYN-DEL-04,Deluxe,2.0,5,155.38,776.9,Online travel agency,Completed,50
SYN-B003443,2025-03-09,2025-06-25,2025-06-28,SYN-STA-02,Standard,2.0,3,101.79,305.37,Travel agent,Completed,108
SYN-B003444,2025-04-24,2025-06-25,2025-06-29,SYN-STA-03,Standard,2.0,4,102.36,409.44,Direct,Completed,62
SYN-B003445,2025-06-13,2025-06-25,2025-06-29,SYN-STA-05,Standard,1.0,4,106.02,424.08,Online travel agency,Completed,12
SYN-B003446,2025-03-14,2025-06-25,2025-06-27,SYN-STA-06,Standard,2.0,2,93.35,186.7,Direct,Completed,103
SYN-B003447,2025-06-18,2025-06-25,2025-06-30,SYN-STA-09,Standard,1.0,5,106.35,531.75,Direct,Completed,7
SYN-B003448,2025-02-13,2025-06-25,2025-06-28,SYN-DEL-02,Deluxe,1.0,3,152.32,456.96,Online travel agency,Completed,132
SYN-B003449,2025-05-23,2025-06-25,2025-06-30,SYN-DEL-05,Deluxe,1.0,5,150.33,0.0,Online travel agency,Cancelled,-1
SYN-B003450,2025-05-22,2025-06-25,2025-06-28,SYN-FAM-02,Family,4.0,3,193.36,580.08,Direct,Completed,34
SYN-B003451,2025-06-15,2025-06-26,2025-07-02,SYN-STA-04,Standard,1.0,6,102.52,615.12,Travel agent,Completed,11
SYN-B003452,2025-06-06,2025-06-26,2025-06-29,SYN-STA-08, standard ,2.0,3,104.56,313.68,Direct,Completed,20
SYN-B003453,2025-06-21,2025-06-27,2025-07-01,SYN-STA-01,Standard,2.0,4,113.64,454.56,Direct,Completed,6
SYN-B003454,2025-06-14,2025-06-27,2025-07-01,SYN-STA-06,Standard,2.0,4,112.39,449.56,Online travel agency,Completed,13
SYN-B003455,2025-05-27,2025-06-27,2025-07-02,SYN-STA-07,Standard,2.0,5,117.45,587.25,Online travel agency,Completed,31
SYN-B003456,2025-06-02,2025-06-27,2025-06-29,SYN-STA-10,Standard,1.0,2,118.7,237.4,Direct,Completed,25
SYN-B003457,2025-05-16,2025-06-27,2025-07-02,SYN-DEL-01,Deluxe,1.0,5,165.11,825.55,Online travel agency,Completed,42
SYN-B003458,2025-05-29,2025-06-27,2025-07-01,SYN-DEL-05,Deluxe,2.0,4,162.49,649.96,Online travel agency,Completed,29
SYN-B003459,2025-06-09,2025-06-28,2025-07-01,SYN-FAM-01,Family,1.0,3,234.03,702.09,Direct,Completed,19
SYN-B003460,2024-12-31,2025-06-29,2025-07-06,SYN-STA-10,Standard,1.0,7,99.85,698.95,Online travel agency,Completed,180
SYN-B003461,2025-06-01,2025-06-29,2025-06-30,SYN-DEL-03,Deluxe,2.0,1,156.35,156.35,Online travel agency,Completed,28
SYN-B003462,2025-06-01,2025-06-29,2025-07-02,SYN-DEL-04,Deluxe,1.0,3,145.27,435.81,Online travel agency,Completed,28
SYN-B003463,2025-06-21,2025-06-29,2025-07-01,SYN-FAM-02,Family,4.0,2,209.26,418.52,Direct,Completed,8
SYN-B003464,2025-05-04,2025-06-29,2025-07-01,SYN-FAM-03,Family,1.0,2,206.28,412.56,Direct,Completed,56
