booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time,month,season,weekday,is_weekend
SYN-B000516,2024-10-14,2024-11-10,2024-11-12,SYN-STA-01,Standard Double,1,2,34.35,68.7,Online travel agency,Completed,27,11,Low,Sunday,False
SYN-B000517,2024-11-08,2024-11-16,2024-11-17,SYN-SUP-01,Superior Double,2,1,40.2,40.2,Travel agent,Completed,8,11,Low,Saturday,True
SYN-B000518,2024-10-29,2024-11-18,2024-11-19,SYN-SUP-01,Superior Double,1,1,39.27,39.27,Online travel agency,Completed,20,11,Low,Monday,False
SYN-B000519,2024-09-22,2024-11-21,2024-11-25,SYN-FAM-01,Family Room,3,4,36.83,147.32,Travel agent,Completed,60,11,Low,Thursday,False
SYN-B000520,2024-11-19,2024-11-28,2024-12-01,SYN-TWI-01,Twin Room,1,3,34.97,104.91,Online travel agency,Completed,9,11,Low,Thursday,False
SYN-B000521,2024-11-23,2024-11-30,2024-12-02,SYN-SUP-01,Superior Double,1,2,44.06,88.12,Direct,Completed,7,11,Low,Saturday,True
SYN-B000522,2024-11-17,2024-12-02,2024-12-06,SYN-TWI-01,Twin Room,2,4,34.06,136.24,Direct,Completed,15,12,Low,Monday,False
SYN-B000523,2024-11-19,2024-12-03,2024-12-07,SYN-SUP-01,Superior Double,2,4,39.8,159.2,Direct,Completed,14,12,Low,Tuesday,False
SYN-B000524,2024-11-30,2024-12-05,2024-12-09,SYN-FAM-01,Family Room,3,4,36.16,0.0,Online travel agency,Cancelled,5,12,Low,Thursday,False
SYN-B000525,2024-11-11,2024-12-06,2024-12-07,SYN-FAM-01,Family Room,1,1,38.96,38.96,Online travel agency,Completed,25,12,Low,Friday,True
SYN-B000526,2024-11-19,2024-12-08,2024-12-10,SYN-FAM-01,Family Room,3,2,37.93,75.86,Direct,Completed,19,12,Low,Sunday,False
SYN-B000527,2024-08-29,2024-12-09,2024-12-11,SYN-TWI-01,Twin Room,2,2,33.03,0.0,Online travel agency,Cancelled,102,12,Low,Monday,False
SYN-B000528,2024-11-25,2024-12-12,2024-12-14,SYN-STA-01,Standard Double,,2,33.94,67.88,Online travel agency,Completed,17,12,Low,Thursday,False
SYN-B000529,2024-12-05,2024-12-13,2024-12-16,SYN-TWI-01,Twin Room,1,3,38.14,114.42,Online travel agency,Completed,8,12,Low,Friday,True
SYN-B000530,2024-12-11,2024-12-17,2024-12-19,SYN-FAM-01,Family Room,1,2,36.85,73.7,Direct,Completed,6,12,Low,Tuesday,False
SYN-B000531,2024-11-29,2024-12-18,2024-12-21,SYN-TWI-01,Twin Room,1,3,31.81,95.43,Online travel agency,Completed,19,12,Low,Wednesday,False
SYN-B000532,2024-12-07,2024-12-21,2024-12-25,SYN-FAM-01,Family Room,1,4,41.35,165.4,Direct,Completed,14,12,Low,Saturday,True
SYN-B000533,2024-11-29,2024-12-23,2024-12-26,SYN-SUP-01,Superior Double,2,3,41.34,124.02,Online travel agency,Completed,24,12,Low,Monday,False
SYN-B000534,2024-12-17,2024-12-26,2024-12-28,SYN-TWI-01,Twin Room,2,2,35.22,70.44,Online travel agency,Completed,9,12,Low,Thursday,False
SYN-B000535,2024-11-21,2024-12-27,2024-12-29,SYN-SUP-01,Superior Double,2,2,43.81,87.62,Direct,Completed,36,12,Low,Friday,True
SYN-B000536,2024-10-17,2024-12-28,2025-01-01,SYN-FAM-01,Family Room,4,4,37.51,150.04,Travel agent,Completed,72,12,Low,Saturday,True
SYN-B000537,2024-11-21,2024-12-29,2024-12-30,SYN-TWI-01,Twin Room,2,1,32.91,32.91,Online travel agency,Completed,38,12,Low,Sunday,False
SYN-B000538,2024-12-14,2024-12-30,2025-01-03,SYN-TWI-01,Twin Room,1,4,33.79,135.16,Direct,Completed,16,12,Low,Monday,False
SYN-B000539,2024-12-19,2025-01-01,2025-01-02,SYN-FAM-01,Family Room,3,1,40.05,40.05,Online travel agency,Completed,13,1,Low,Wednesday,False
SYN-B000540,2024-12-18,2025-01-04,2025-01-06,SYN-STA-01,Standard Double,2,2,36.27,72.54,Direct,Completed,17,1,Low,Saturday,True
SYN-B000541,2024-12-17,2025-01-04,2025-01-06,SYN-SUP-01,Superior Double,2,2,41.3,0.0,Online travel agency,Cancelled,18,1,Low,Saturday,True
SYN-B000542,2024-07-10,2025-01-06,2025-01-07,SYN-TWI-01,Twin Room,2,1,31.89,31.89,Online travel agency,Completed,180,1,Low,Monday,False
SYN-B000543,2024-11-21,2025-01-10,2025-01-12,SYN-STA-01,Standard Double,2,2,35.68,71.36,Direct,Completed,50,1,Low,Friday,True
SYN-B000544,2025-01-01,2025-01-10,2025-01-11,SYN-FAM-01,Family Room,1,1,39.18,39.18,Online travel agency,Completed,9,1,Low,Friday,True
SYN-B000545,2024-12-19,2025-01-11,2025-01-13,SYN-FAM-01,Family Room,2,2,40.16,80.32,Online travel agency,Completed,23,1,Low,Saturday,True
SYN-B000546,2025-01-02,2025-01-17,2025-01-19,SYN-STA-01,Standard Double,1,2,36.44,72.88,Travel agent,Completed,15,1,Low,Friday,True
SYN-B000547,2024-12-26,2025-01-22,2025-01-26,SYN-STA-01,Standard Double,2,4,33.98,135.92,Online travel agency,Completed,27,1,Low,Wednesday,False
SYN-B000548,2025-01-18,2025-01-23,2025-01-26,SYN-FAM-01,Family Room,3,3,38.26,114.78,Travel agent,Completed,5,1,Low,Thursday,False
SYN-B000549,2025-01-15,2025-01-24,2025-01-27,SYN-SUP-01,Superior Double,1,3,44.7,0.0,Online travel agency,Cancelled,9,1,Low,Friday,True
SYN-B000550,2025-01-14,2025-01-31,2025-02-04,SYN-STA-01,Standard Double,1,4,37.43,0.0,Direct,Cancelled,17,1,Low,Friday,True
SYN-B000551,2025-01-23,2025-01-31,2025-02-05,SYN-FAM-01,Family Room,3,5,43.38,216.9,Direct,Completed,8,1,Low,Friday,True
SYN-B000552,2025-01-21,2025-02-01,2025-02-03,SYN-STA-01,Standard Double,2,2,37.05,0.0,Direct,Cancelled,11,2,Low,Saturday,True
SYN-B000553,2025-01-23,2025-02-02,2025-02-04,SYN-STA-01,Standard Double,2,2,33.86,67.72,Online travel agency,Completed,10,2,Low,Sunday,False
SYN-B000554,2025-01-11,2025-02-02,2025-02-04,SYN-TWI-01,Twin Room,1,2,35.56,0.0,Online travel agency,Cancelled,22,2,Low,Sunday,False
SYN-B000555,2025-01-21,2025-02-03,2025-02-08,SYN-SUP-01,Superior Double,2,5,42.15,210.75,Online travel agency,Completed,13,2,Low,Monday,False
SYN-B000556,2025-01-26,2025-02-07,2025-02-09,SYN-TWI-01,Twin Room,2,2,38.14,76.28,Online travel agency,Completed,12,2,Low,Friday,True
SYN-B000557,2024-12-16,2025-02-08,2025-02-11,SYN-SUP-01,Superior Double,1,3,42.0,126.0,Online travel agency,Completed,54,2,Low,Saturday,True
SYN-B000558,2025-02-04,2025-02-09,2025-02-11,SYN-TWI-01,Twin Room,1,2,33.41,66.82,Online travel agency,Completed,5,2,Low,Sunday,False
SYN-B000559,2025-01-24,2025-02-20,2025-02-23,SYN-FAM-01,Family Room,4,3,37.31,111.93,Direct,Completed,27,2,Low,Thursday,False
SYN-B000560,2025-01-23,2025-02-22,2025-02-25,SYN-STA-01,Standard Double,1,3,36.71,110.13,Direct,Completed,30,2,Low,Saturday,True
SYN-B000561,2025-02-17,2025-02-22,2025-02-26,SYN-SUP-01,Superior Double,1,4,41.88,0.0,Online travel agency,Cancelled,5,2,Low,Saturday,True
SYN-B000562,2025-02-08,2025-02-25,2025-03-01,SYN-TWI-01,Twin Room,1,4,36.01,144.04,Online travel agency,Completed,17,2,Low,Tuesday,False
SYN-B000563,2025-02-22,2025-02-27,2025-02-28,SYN-STA-01,Standard Double,2,1,32.03,32.03,Direct,Completed,5,2,Low,Thursday,False
SYN-B000564,2025-02-01,2025-02-27,2025-03-03,SYN-SUP-01,Superior Double,1,4,40.16,160.64,Online travel agency,Completed,26,2,Low,Thursday,False
SYN-B000565,2025-02-22,2025-03-01,2025-03-05,SYN-FAM-01,Family Room,2,4,40.21,160.84,Direct,Completed,7,3,Low,Saturday,True
SYN-B000566,2025-02-17,2025-03-07,2025-03-08,SYN-SUP-01,Superior Double,2,1,42.61,42.61,Direct,Completed,18,3,Low,Friday,True
SYN-B000567,2025-02-05,2025-03-10,2025-03-13,SYN-STA-01,Standard Double,2,3,31.53,94.59,Direct,Completed,33,3,Low,Monday,False
SYN-B000568,2025-03-06,2025-03-12,2025-03-14,SYN-SUP-01,Superior Double,1,2,38.49,76.98,Online travel agency,Completed,6,3,Low,Wednesday,False
SYN-B000569,2025-01-09,2025-03-15,2025-03-17,SYN-SUP-01,Superior Double,1,2,38.76,77.52,Direct,Completed,65,3,Low,Saturday,True
SYN-B000570,2024-12-25,2025-03-16,2025-03-18,SYN-FAM-01,Family Room,2,2,37.02,74.04,Online travel agency,Completed,81,3,Low,Sunday,False
SYN-B000571,2024-12-30,2025-03-18,2025-03-21,SYN-SUP-01,Superior Double,2,3,35.86,107.58,Direct,Completed,78,3,Low,Tuesday,False
SYN-B000572,2025-03-06,2025-03-21,2025-03-25,SYN-TWI-01,Twin Room,1,4,38.09,152.36,Online travel agency,Completed,15,3,Low,Friday,True
SYN-B000573,2025-02-06,2025-03-26,2025-03-30,SYN-STA-01,Standard Double,2,4,35.5,142.0,Online travel agency,Completed,48,3,Low,Wednesday,False
SYN-B000574,2025-02-04,2025-03-26,2025-03-28,SYN-SUP-01,Superior Double,1,2,41.31,82.62,Direct,Completed,50,3,Low,Wednesday,False
SYN-B000575,2025-03-03,2025-03-27,2025-03-29,SYN-TWI-01,Twin Room,1,2,33.44,66.88,Direct,Completed,24,3,Low,Thursday,False
SYN-B000576,2025-03-09,2025-03-28,2025-03-31,SYN-SUP-01,Superior Double,2,3,40.81,122.43,Online travel agency,Completed,19,3,Low,Friday,True
SYN-B000577,2025-02-25,2025-03-29,2025-04-02,SYN-FAM-01,Family Room,3,4,43.22,0.0,Online travel agency,Cancelled,32,3,Low,Saturday,True
SYN-B000578,2025-03-24,2025-03-31,2025-04-02,SYN-SUP-01,Superior Double,2,2,38.12,0.0,Online travel agency,Cancelled,7,3,Low,Monday,False
SYN-B000579,2025-02-01,2025-04-01,2025-04-04,SYN-STA-01,Standard Double,2,3,36.49,109.47,Online travel agency,Completed,59,4,Shoulder,Tuesday,False
SYN-B000580,2025-03-13,2025-04-03,2025-04-06,SYN-TWI-01,Twin Room,1,3,38.99,116.97,Online travel agency,Completed,21,4,Shoulder,Thursday,False
SYN-B000581,2025-03-28,2025-04-05,2025-04-08,SYN-STA-01,Standard Double,1,3,39.75,119.25,Online travel agency,Completed,8,4,Shoulder,Saturday,True
SYN-B000582,2025-03-09,2025-04-05,2025-04-09,SYN-FAM-01,Family Room,4,4,47.04,0.0,Online travel agency,Cancelled,27,4,Shoulder,Saturday,True
SYN-B000583,2025-02-14,2025-04-07,2025-04-10,SYN-TWI-01,Twin Room,2,3,37.25,111.75,Travel agent,Completed,52,4,Shoulder,Monday,False
SYN-B000584,2025-03-13,2025-04-07,2025-04-10,SYN-FAM-01,Family Room,2,3,42.25,126.75,Online travel agency,Completed,25,4,Shoulder,Monday,False
SYN-B000585,2025-04-01,2025-04-11,2025-04-13,SYN-STA-01,Standard Double,2,2,39.68,79.36,Direct,Completed,10,4,Shoulder,Friday,True
SYN-B000586,2025-04-07,2025-04-12,2025-04-14,SYN-TWI-01,Twin Room,2,2,40.91,81.82,Online travel agency,Completed,5,4,Shoulder,Saturday,True
SYN-B000587,2025-03-20,2025-04-12,2025-04-13,SYN-SUP-01,Superior Double,2,1,47.32,47.32,Direct,Completed,23,4,Shoulder,Saturday,True
SYN-B000588,2025-03-15,2025-04-13,2025-04-16,SYN-FAM-01,Family Room,2,3,43.52,130.56,Direct,Completed,29,4,Shoulder,Sunday,False
SYN-B000589,2025-04-01,2025-04-14,2025-04-18,SYN-TWI-01,Twin Room,1,4,38.88,155.52,Online travel agency,Completed,13,4,Shoulder,Monday,False
SYN-B000590,2025-04-10,2025-04-19,2025-04-22,SYN-STA-01,Standard Double,1,3,38.72,116.16,Online travel agency,Completed,9,4,Shoulder,Saturday,True
SYN-B000591,2025-04-10,2025-04-21,2025-04-23,SYN-TWI-01,Twin Room,1,2,36.9,73.8,Online travel agency,Completed,11,4,Shoulder,Monday,False
SYN-B000592,2025-04-14,2025-04-23,2025-04-25,SYN-STA-01,Standard Double,2,2,36.99,73.98,Online travel agency,Completed,9,4,Shoulder,Wednesday,False
SYN-B000593,2025-03-26,2025-04-23,2025-04-24,SYN-TWI-01,Twin Room,1,1,37.39,37.39,Online travel agency,Completed,28,4,Shoulder,Wednesday,False
SYN-B000594,2025-04-23,2025-04-24,2025-04-28,SYN-TWI-01,Twin Room,1,4,36.99,147.96,Direct,Completed,1,4,Shoulder,Thursday,False
SYN-B000595,2025-04-11,2025-04-24,2025-04-25,SYN-FAM-01,Family Room,3,1,42.61,42.61,Travel agent,Completed,13,4,Shoulder,Thursday,False
SYN-B000596,2025-04-02,2025-04-25,2025-04-27,SYN-SUP-01,Superior Double,2,2,46.44,92.88,Travel agent,Completed,23,4,Shoulder,Friday,True
SYN-B000597,2025-04-21,2025-04-27,2025-04-29,SYN-STA-01,Standard Double,2,2,35.17,70.34,Direct,Completed,6,4,Shoulder,Sunday,False
SYN-B000598,2025-04-21,2025-04-27,2025-04-29,SYN-FAM-01,Family Room,4,2,42.34,0.0,Online travel agency,Cancelled,6,4,Shoulder,Sunday,False
SYN-B000599,2025-04-18,2025-04-29,2025-05-01,SYN-TWI-01,Twin Room,2,2,35.48,0.0,Online travel agency,Cancelled,11,4,Shoulder,Tuesday,False
SYN-B000600,2025-04-30,2025-05-02,2025-05-04,SYN-STA-01,Standard Double,2,2,39.79,0.0,Travel agent,Cancelled,2,5,Shoulder,Friday,True
SYN-B000601,2025-04-29,2025-05-03,2025-05-09,SYN-TWI-01,Twin Room,1,6,41.6,249.6,Online travel agency,Completed,4,5,Shoulder,Saturday,True
SYN-B000602,2025-04-08,2025-05-03,2025-05-05,SYN-SUP-01,Superior Double,2,2,46.72,93.44,Online travel agency,Completed,25,5,Shoulder,Saturday,True
SYN-B000603,2025-04-30,2025-05-05,2025-05-08,SYN-STA-01,Standard Double,1,3,36.72,110.16,Direct,Completed,5,5,Shoulder,Monday,False
SYN-B000604,2025-05-03,2025-05-07,2025-05-09,SYN-FAM-01,Family Room,3,2,41.01,82.02,Online travel agency,Completed,4,5,Shoulder,Wednesday,False
SYN-B000605,2025-05-04,2025-05-10,2025-05-14,SYN-STA-01,Standard Double,1,4,38.64,154.56,Direct,Completed,6,5,Shoulder,Saturday,True
SYN-B000606,2025-03-02,2025-05-10,2025-05-13,SYN-SUP-01,Superior Double,1,3,43.61,130.83,Online travel agency,Completed,69,5,Shoulder,Saturday,True
SYN-B000607,2025-04-17,2025-05-11,2025-05-14,SYN-TWI-01,Twin Room,2,3,38.36,115.08,Direct,Completed,24,5,Shoulder,Sunday,False
SYN-B000608,2025-05-05,2025-05-14,2025-05-15,SYN-FAM-01,Family Room,4,1,43.63,43.63,Direct,Completed,9,5,Shoulder,Wednesday,False
SYN-B000609,2025-04-29,2025-05-18,2025-05-19,SYN-TWI-01,Twin Room,1,1,35.22,35.22,Direct,Completed,19,5,Shoulder,Sunday,False
SYN-B000610,2025-04-24,2025-05-18,2025-05-21,SYN-FAM-01,Family Room,3,3,44.0,132.0,Online travel agency,Completed,24,5,Shoulder,Sunday,False
SYN-B000611,2025-05-14,2025-05-19,2025-05-22,SYN-TWI-01,Twin Room,1,3,36.22,0.0,Online travel agency,Cancelled,5,5,Shoulder,Monday,False
SYN-B000612,2025-05-05,2025-05-19,2025-05-20,SYN-SUP-01,Superior Double,1,1,45.71,45.71,Direct,Completed,14,5,Shoulder,Monday,False
SYN-B000613,2025-04-25,2025-05-20,2025-05-21,SYN-SUP-01,Superior Double,1,1,43.06,43.06,Travel agent,Completed,25,5,Shoulder,Tuesday,False
SYN-B000614,2025-05-11,2025-05-21,2025-05-24,SYN-TWI-01,Twin Room,1,3,39.04,117.12,Direct,Completed,10,5,Shoulder,Wednesday,False
SYN-B000615,2025-05-05,2025-05-21,2025-05-24,SYN-FAM-01,Family Room,1,3,40.98,0.0,Direct,Cancelled,16,5,Shoulder,Wednesday,False
SYN-B000616,2025-05-18,2025-05-23,2025-05-25,SYN-FAM-01,Family Room,4,2,47.59,95.18,Online travel agency,Completed,5,5,Shoulder,Friday,True
SYN-B000617,2025-05-08,2025-05-23,2025-05-28,SYN-SUP-01,Superior Double,1,5,45.88,229.4,Online travel agency,Completed,15,5,Shoulder,Friday,True
SYN-B000618,2025-05-14,2025-05-24,2025-05-28,SYN-STA-01,Standard Double,1,4,38.54,154.16,Direct,Completed,10,5,Shoulder,Saturday,True
SYN-B000619,2025-04-20,2025-05-24,2025-05-25,SYN-TWI-01,Twin Room,2,1,38.31,38.31,Direct,Completed,34,5,Shoulder,Saturday,True
SYN-B000620,2025-05-09,2025-05-25,2025-05-28,SYN-TWI-01,Twin Room,1,3,38.24,114.72,Travel agent,Completed,16,5,Shoulder,Sunday,False
SYN-B000621,2025-04-20,2025-05-28,2025-05-31,SYN-FAM-01,Family Room,4,3,44.08,132.24,Online travel agency,Completed,38,5,Shoulder,Wednesday,False
SYN-B000622,2025-05-22,2025-05-30,2025-06-01,SYN-TWI-01,Twin Room,1,2,41.46,82.92,Direct,Completed,8,5,Shoulder,Friday,True
SYN-B000623,2025-05-25,2025-05-30,2025-06-03,SYN-SUP-01,Superior Double,1,4,48.67,194.68,Online travel agency,Completed,5,5,Shoulder,Friday,True
SYN-B000624,2025-05-22,2025-06-01,2025-06-07,SYN-FAM-01,Family Room,3,6,53.86,323.16,Online travel agency,Completed,10,6,High,Sunday,False
SYN-B000625,2025-05-11,2025-06-02,2025-06-05,SYN-TWI-01,Twin Room,1,3,48.12,144.36,Online travel agency,Completed,22,6,High,Monday,False
SYN-B000626,2025-04-23,2025-06-03,2025-06-04,SYN-STA-01,Standard Double,2,1,44.55,44.55,Travel agent,Completed,41,6,High,Tuesday,False
SYN-B000627,2025-05-13,2025-06-03,2025-06-07,SYN-SUP-01,Superior Double,2,4,52.39,209.56,Direct,Completed,21,6,High,Tuesday,False
SYN-B000628,2025-04-23,2025-06-04,2025-06-07,SYN-STA-01,Standard Double,2,3,47.6,142.8,Travel agent,Completed,42,6,High,Wednesday,False
SYN-B000629,2025-03-06,2025-06-07,2025-06-09,SYN-STA-01,Standard Double,1,2,46.43,92.86,Online travel agency,Completed,93,6,High,Saturday,True
SYN-B000630,2025-05-24,2025-06-07,2025-06-13,SYN-TWI-01,Twin Room,1,6,49.18,295.08,Online travel agency,Completed,14,6,High,Saturday,True
SYN-B000631,2025-05-18,2025-06-07,2025-06-09,SYN-FAM-01,Family Room,3,2,53.5,107.0,Direct,Completed,20,6,High,Saturday,True
SYN-B000632,2025-01-21,2025-06-07,2025-06-10,SYN-SUP-01,Superior Double,1,3,56.13,168.39,Direct,Completed,137,6,High,Saturday,True
SYN-B000633,2025-03-01,2025-06-09,2025-06-14,SYN-FAM-01,Family Room,1,5,51.74,258.7,Online travel agency,Completed,100,6,High,Monday,False
SYN-B000634,2025-04-26,2025-06-10,2025-06-16,SYN-STA-01,Standard Double,2,6,47.73,286.38,Direct,Completed,45,6,High,Tuesday,False
SYN-B000635,2025-05-26,2025-06-11,2025-06-15,SYN-SUP-01,Superior Double,1,4,55.44,221.76,Direct,Completed,16,6,High,Wednesday,False
SYN-B000636,2025-03-29,2025-06-13,2025-06-16,SYN-TWI-01,Twin Room,2,3,46.9,140.7,Online travel agency,Completed,76,6,High,Friday,True
SYN-B000637,2025-05-21,2025-06-14,2025-06-18,SYN-FAM-01,Family Room,,4,58.95,235.8,Direct,Completed,24,6,High,Saturday,True
SYN-B000638,2025-05-13,2025-06-15,2025-06-18,SYN-SUP-01,Superior Double,2,3,55.56,0.0,Online travel agency,Cancelled,33,6,High,Sunday,False
SYN-B000639,2025-05-27,2025-06-16,2025-06-22,SYN-SUP-01,Superior Double,2,6,56.48,0.0,Online travel agency,Cancelled,20,6,High,Monday,False
SYN-B000640,2024-12-19,2025-06-17,2025-06-20,SYN-STA-01,Standard Double,1,3,44.67,134.01,Direct,Completed,180,6,High,Tuesday,False
SYN-B000641,2025-04-20,2025-06-17,2025-06-19,SYN-SUP-01,Superior Double,2,2,56.11,112.22,Direct,Completed,58,6,High,Tuesday,False
SYN-B000642,2025-05-18,2025-06-18,2025-06-21,SYN-FAM-01,Family Room,2,3,51.31,153.93,Direct,Completed,31,6,High,Wednesday,False
SYN-B000643,2025-05-14,2025-06-20,2025-06-23,SYN-STA-01,Standard Double,2,3,48.04,0.0,Online travel agency,Cancelled,37,6,High,Friday,True
SYN-B000644,2025-05-30,2025-06-20,2025-06-23,SYN-TWI-01,Twin Room,2,3,51.0,153.0,Direct,Completed,21,6,High,Friday,True
SYN-B000645,2025-05-27,2025-06-20,2025-06-23,SYN-SUP-01,Superior Double,2,3,60.88,182.64,Online travel agency,Completed,24,6,High,Friday,True
SYN-B000646,2025-06-03,2025-06-21,2025-06-23,SYN-FAM-01,Family Room,4,2,54.8,109.6,Travel agent,Completed,18,6,High,Saturday,True
SYN-B000647,2025-04-29,2025-06-23,2025-06-25,SYN-FAM-01,Family Room,3,2,51.1,102.2,Direct,Completed,55,6,High,Monday,False
SYN-B000648,2025-05-26,2025-06-24,2025-06-27,SYN-STA-01,Standard Double,1,3,44.19,132.57,Direct,Completed,29,6,High,Tuesday,False
SYN-B000649,2025-06-10,2025-06-24,2025-06-29,SYN-TWI-01,Twin Room,1,5,47.01,235.05,Travel agent,Completed,14,6,High,Tuesday,False
SYN-B000650,2025-06-14,2025-06-24,2025-06-27,SYN-SUP-01,Superior Double,1,3,52.71,158.13,Online travel agency,Completed,10,6,High,Tuesday,False
SYN-B000651,2025-05-29,2025-06-27,2025-07-01,SYN-STA-01,Standard Double,2,4,46.81,0.0,Online travel agency,Cancelled,29,6,High,Friday,True
SYN-B000652,2025-06-18,2025-06-27,2025-06-30,SYN-FAM-01,Family Room,1,3,59.05,177.15,Direct,Completed,9,6,High,Friday,True
SYN-B000653,2025-06-07,2025-06-29,2025-06-30,SYN-STA-01,Standard Double,1,1,43.99,43.99,Direct,Completed,22,6,High,Sunday,False
SYN-B000654,2025-05-22,2025-06-30,2025-07-01,SYN-TWI-01,Twin Room,2,1,46.65,46.65,Online travel agency,Completed,39,6,High,Monday,False
SYN-B000655,2025-05-17,2025-06-30,2025-07-02,SYN-FAM-01,Family Room,3,2,52.24,104.48,Online travel agency,Completed,44,6,High,Monday,False
SYN-B000656,2025-06-12,2025-07-01,2025-07-05,SYN-STA-01,Standard Double,2,4,43.93,0.0,Travel agent,Cancelled,19,7,High,Tuesday,False
SYN-B000657,2025-03-06,2025-07-01,2025-07-05,SYN-TWI-01,Twin Room,1,4,44.1,176.4,Online travel agency,Completed,117,7,High,Tuesday,False
SYN-B000658,2025-06-14,2025-07-01,2025-07-07,SYN-SUP-01,Superior Double,1,6,51.45,308.7,Online travel agency,Completed,17,7,High,Tuesday,False
SYN-B000659,2025-06-26,2025-07-02,2025-07-03,SYN-STA-01,Standard Double,1,1,43.36,43.36,Travel agent,Completed,6,7,High,Wednesday,False
SYN-B000660,2025-06-05,2025-07-03,2025-07-06,SYN-STA-01,Standard Double,2,3,45.19,0.0,Online travel agency,Cancelled,28,7,High,Thursday,False
SYN-B000661,2025-06-14,2025-07-03,2025-07-10,SYN-FAM-01,Family Room,1,7,52.08,364.56,Online travel agency,Completed,19,7,High,Thursday,False
SYN-B000662,2025-04-14,2025-07-05,2025-07-06,SYN-STA-01,Standard Double,2,1,44.35,44.35,Direct,Completed,82,7,High,Saturday,True
SYN-B000663,2025-05-22,2025-07-05,2025-07-09,SYN-TWI-01,Twin Room,2,4,49.88,199.52,Direct,Completed,44,7,High,Saturday,True
SYN-B000664,2025-06-03,2025-07-06,2025-07-10,SYN-STA-01,Standard Double,1,4,46.31,185.24,Travel agent,Completed,33,7,High,Sunday,False
SYN-B000665,2025-04-23,2025-07-08,2025-07-11,SYN-SUP-01,Superior Double,2,3,52.38,157.14,Direct,Completed,76,7,High,Tuesday,False
SYN-B000666,2025-06-25,2025-07-09,2025-07-13,SYN-TWI-01,Twin Room,1,4,45.64,182.56,Online travel agency,Completed,14,7,High,Wednesday,False
SYN-B000667,2025-06-10,2025-07-10,2025-07-14,SYN-STA-01,Standard Double,1,4,46.32,185.28,Travel agent,Completed,30,7,High,Thursday,False
SYN-B000668,2025-06-30,2025-07-10,2025-07-12,SYN-FAM-01,Family Room,4,2,48.99,0.0,Travel agent,Cancelled,10,7,High,Thursday,False
SYN-B000669,2025-05-14,2025-07-11,2025-07-14,SYN-FAM-01,Family Room,3,3,53.77,161.31,Online travel agency,Completed,58,7,High,Friday,True
SYN-B000670,2025-06-07,2025-07-11,2025-07-17,SYN-SUP-01,Superior Double,2,6,58.29,349.74,Direct,Completed,34,7,High,Friday,True
SYN-B000671,2025-05-30,2025-07-13,2025-07-21,SYN-TWI-01,Twin Room,1,8,48.16,385.28,Online travel agency,Completed,44,7,High,Sunday,False
SYN-B000672,2025-04-15,2025-07-14,2025-07-18,SYN-STA-01,Standard Double,2,4,44.01,176.04,Online travel agency,Completed,90,7,High,Monday,False
SYN-B000673,2025-05-03,2025-07-14,2025-07-16,SYN-FAM-01,Family Room,2,2,46.23,92.46,Travel agent,Completed,72,7,High,Monday,False
SYN-B000674,2025-06-18,2025-07-16,2025-07-20,SYN-FAM-01,Family Room,4,4,52.45,209.8,Online travel agency,Completed,28,7,High,Wednesday,False
SYN-B000675,2025-06-10,2025-07-17,2025-07-18,SYN-SUP-01,Superior Double,1,1,55.87,55.87,Direct,Completed,37,7,High,Thursday,False
SYN-B000676,2025-07-11,2025-07-18,2025-07-22,SYN-STA-01,Standard Double,1,4,47.46,0.0,Online travel agency,Cancelled,7,7,High,Friday,True
SYN-B000677,2025-07-16,2025-07-20,2025-07-26,SYN-STA-01,Standard Double,2,6,46.22,277.32,Online travel agency,Completed,4,7,High,Sunday,False
SYN-B000678,2025-07-11,2025-07-20,2025-07-25,SYN-SUP-01,Superior Double,2,5,57.86,289.3,Travel agent,Completed,9,7,High,Sunday,False
SYN-B000679,2025-07-03,2025-07-21,2025-07-23,SYN-FAM-01,Family Room,2,2,51.21,102.42,Online travel agency,Completed,18,7,High,Monday,False
SYN-B000680,2025-07-16,2025-07-22,2025-07-25,SYN-TWI-01,Twin Room,1,3,48.65,145.95,Online travel agency,Completed,6,7,High,Tuesday,False
SYN-B000681,2025-05-23,2025-07-23,2025-07-26,SYN-FAM-01,Family Room,1,3,48.94,146.82,Online travel agency,Completed,61,7,High,Wednesday,False
SYN-B000682,2025-04-23,2025-07-25,2025-07-30,SYN-TWI-01,Twin Room,1,5,47.74,0.0,Direct,Cancelled,93,7,High,Friday,True
SYN-B000683,2025-06-16,2025-07-26,2025-07-29,SYN-TWI-01,Twin Room,1,3,48.23,144.69,Online travel agency,Completed,40,7,High,Saturday,True
SYN-B000684,2025-07-17,2025-07-26,2025-07-29,SYN-FAM-01,Family Room,2,3,55.46,166.38,Direct,Completed,9,7,High,Saturday,True
SYN-B000685,2025-06-26,2025-07-27,2025-07-29,SYN-STA-01,Standard Double,1,2,47.74,95.48,Online travel agency,Completed,31,7,High,Sunday,False
SYN-B000686,2025-07-13,2025-07-27,2025-07-31,SYN-SUP-01,Superior Double,2,4,56.88,227.52,Direct,Completed,14,7,High,Sunday,False
SYN-B000687,2025-07-26,2025-07-29,2025-08-01,SYN-STA-01,Standard Double,2,3,47.91,143.73,Online travel agency,Completed,3,7,High,Tuesday,False
